Date,State,Dead,Injured,Total,Description
03/08/2021,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.
02/08/2021,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.
02/08/2021,South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.
01/08/2021,Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.
01/08/2021,Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.
01/08/2021,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.
01/08/2021,Rhode Island,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.
31/07/2021,Ohio,1,4,5,"Five people were wounded in an early morning shooting outside a local bar, and one died later at the hospital. An argument escalated causing a gunfight between multiple people."
31/07/2021,Illinois,0,4,4,Four adults were wounded in an early morning shooting while at a gathering in Jackson Park on the South Side.
31/07/2021,Michigan,2,2,4,Two people were wounded and two killed at a large public gathering.
31/07/2021,New York,0,10,10,"Ten people, including seven bystanders, were wounded in a night-time gang shooting outside a laundromat. The incident took place in North Corona, Queens."
31/07/2021,Indiana,0,5,5,Three adults and two children were wounded outside a funeral home. It is believed an argument escalated inside the building prior.
31/07/2021,Kentucky,0,5,5,Responding officers found five people wounded in an evening shooting.
29/07/2021,Iowa,0,4,4,A feud between the occupants of two vehicles escalated into gunfire injuring three adults and a child.
29/07/2021,Pennsylvania,3,2,5,"After an argument a man shot and killed his parents. He called 911, and stated he wished to turn himself in, but opened fire at responding officers wounding two. He fled the scene in a vehicle that he crashed and was discovered dead due to a self inflicted gunshot wound."
28/07/2021,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital."
28/07/2021,"Washington, D.C.",0,4,4,Four adults were wounded in a shooting in Southeast DC.
26/07/2021,Texas,2,3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police."
25/07/2021,Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.
25/07/2021,California,5,1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout."
25/07/2021,Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire."
25/07/2021,Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.
24/07/2021,Ohio,0,4,4,Four people were wounded in a parking lot in Short North in an early morning.
24/07/2021,Texas,0,6,6,Six people were wounded in an early morning shooting after an argument escalated at an after-hours club.
24/07/2021,Georgia,2,2,4,Two people were killed and two injured shortly after midnight after a fight escalated.
23/07/2021,California,2,4,6,"Two people were killed and four injured inside a parking garage near a local nightclub. Responding officers attempted to stop multiple vehicles leaving the structure, with some carrying shooting victims."
23/07/2021,South Carolina,2,2,4,Two people were killed and two wounded in a drive-by-shooting.
23/07/2021,South Carolina,0,4,4,Four people were wounded in a van after individuals in a pickup truck opened fire in the early morning.
22/07/2021,Texas,1,5,6,One person was killed and five injured outside a local restaurant in a drive-by shooting.
21/07/2021,Illinois,2,3,5,"Ten minutes after an earlier shooting, three teenagers (two would later die) and two adults were wounded in North Lawndale."
21/07/2021,Maryland,1,4,5,A man was killed and four others wounded at a condo complex after an argument escalated.
21/07/2021,Illinois,2,3,5,A 15-year-old and a 16-year-old were killed and three other adults were wounded on a street corner. The 16-year-old died the next day.
21/07/2021,Illinois,0,8,8,"Shortly before midnight someone opened fire on a party bus passing by a gas station in Old Town. Seven people were wounded in the bus, and one while pumping gas."
20/07/2021,Texas,4,0,4,Four adults were killed in a robbery after three men broke into their home. The three men were arrested later the next day.
19/07/2021,Illinois,0,4,4,Four men were injured in Homan Square while standing outside at night.
19/07/2021,New Jersey,0,6,6,A gunman opened fire at a group of people leaving a bar early in the morning. Six people were wounded.
18/07/2021,Ohio,1,3,4,One person was killed and three wounded in a shooting.
18/07/2021,Florida,1,4,5,A man was killed and four others wounded in a drive by shooting outside of a convenience store.
18/07/2021,North Carolina,0,4,4,Four were wounded in a shooting after an argument.
18/07/2021,Arizona,2,4,6,"Two EMTs were injured after a man opened fire on them as they responded to an unrelated medical incident. The man then drove to a nearby structure fire and shot at nearby people, killing a bystander and wounding a firefighter."
18/07/2021,Texas,3,2,5,Responding officers arrived at a motel where a man was threatening to kill others and responding officers. The man shot and killed two adults and wounded two others before being shot and killed by police.
18/07/2021,California,1,3,4,One person died and three were wounded after a shooting outside a nightclub.
17/07/2021,Oregon,1,6,7,A woman was killed and six others were injured in a shooting in Downtown Portland.
17/07/2021,Illinois,0,6,6,Five teenage girls aged 12 to 19 years old were wounded while standing outside a party in Austin on the West Side.
16/07/2021,California,2,4,6,Shortly before midnight two men were killed and four others injured in Old Sacramento near the old train tracks.
16/07/2021,"Washington, D.C.",1,5,6,A six-year-old girl was killed and five adults were injured in a shooting in the nation's capital.
16/07/2021,New Hampshire,0,4,4,Four people were wounded as passengers in a van taking them from a nightclub.
16/07/2021,South Carolina,1,3,4,One person was killed and three injured at Conestee Park after an argument escalated.
16/07/2021,Illinois,1,3,4,One man was killed and three others injured in Austin shortly before midnight.
16/07/2021,Pennsylvania,1,4,5,An adult was killed and three adults and a fourteen-year-old injured in an evening shooting.
15/07/2021,Massachusetts,0,4,4,Officers responding to a ShotSpotter alert discovered four people wounded at the Bromley Heath Projects in Mission Hill.
15/07/2021,Texas,1,3,4,Officers responding to a 911 call were fired upon by a suspect who barricaded themselves in a home. One officer was killed and three injured.
15/07/2021,Missouri,1,4,5,A man was killed and four others injured after an argument and physical fight between multiple motorcycle clubs escalated.
14/07/2021,Illinois,0,5,5,Five adults were wounded outside a food mart in Gresham after three men jumped out of a car and opened fire.
14/07/2021,Illinois,0,5,5,"Five people were wounded in West Garfield Park on the West Side, after a man approached them and opened fire."
14/07/2021,Delaware,2,2,4,A man and teenager were killed and two adults wounded in an evening shooting in the Knollwood neighborhood.
13/07/2021,Indiana,0,4,4,"Four men were wounded in an early morning shooting, three of the four were found in a vehicle."
13/07/2021,Michigan,1,6,7,"A man was killed and six others wounded at a banquet hall, after a shooter opened fire due to an earlier argument. Attendees fired back and wounded the suspect, who was later arrested."
12/07/2021,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.
12/07/2021,New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.
12/07/2021,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.
12/07/2021,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.
11/07/2021,Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.
10/07/2021,Pennsylvania,0,6,6,Six men were wounded after two shooters walked up to them and opened fire shortly before midnight in the North Philadelphia neighborhood of  Hunting Park.
10/07/2021,Massachusetts,0,4,4,"Four people were wounded in Dorchester, neighbors at first believed it was continuing Independence Day celebrations."
10/07/2021,Ohio,1,3,4,A man was killed and a woman and two children were injured at a gas station in a potential incident of domestic violence.
08/07/2021,Connecticut,0,4,4,Four men were wounded by five teenagers who opened fire at the same location they had wounded a woman two days prior. The teenagers were later arrested.
05/07/2021,New York,0,4,4,Three adults and a three-year-old were injured while standing outside in a large group after someone opened fire.
05/07/2021,California,1,3,4,A drive-by shooting left one person dead and three others injured at an illegal fireworks show.
05/07/2021,Illinois,2,4,6,"A shooting in Washington Park left two dead and four injured, including a 12-year-old girl and a 13-year-old boy."
05/07/2021,Ohio,1,11,12,One person was killed and eleven others injured at an Independence Day block party.
04/07/2021,California,0,4,4,"An overnight shooting left four injured, two critically."
04/07/2021,Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.
04/07/2021,Ohio,0,4,4,Four adults were wounded in an evening shooting.
04/07/2021,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.
04/07/2021,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured."
04/07/2021,Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.
04/07/2021,Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident."
04/07/2021,Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.
04/07/2021,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.
04/07/2021,Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.
04/07/2021,Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.
03/07/2021,North Carolina,3,1,4,Responding officers found three men killed and one injured at a large party in the early morning.
03/07/2021,Pennsylvania,0,4,4,Four adults were wounded in an early morning shooting.
03/07/2021,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.
03/07/2021,Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.
02/07/2021,Pennsylvania,1,4,5,A man was killed and four others injured after an afternoon shooting in East Mount Airy.
02/07/2021,Virginia,0,4,4,Three teenagers and a six-year-old were injured in an afternoon shooting. A fifteen-year-old was later arrested in connection with the shooting.
02/07/2021,Illinois,1,4,5,"A teenager was killed and four adults, including a pregnant woman were injured at an American Legion after a funeral."
01/07/2021,Illinois,0,7,7,"Unknown assailants fired into a residence in Englewood, injuring seven people including a baby girl."
01/07/2021,South Carolina,2,4,6,"Two people, including the believed shooter, were killed and four injured in a shooting at a local park."
01/07/2021,Virginia,1,3,4,"Responding police officers to shots fired, found one man deceased and an adult and two teenagers injured."
30/06/2021,Illinois,0,4,4,Four teenagers were wounded while walking in Little Village on the West Side in the evening.
30/06/2021,Louisiana,0,4,4,"A car pulled up to another car waiting to turn and opened fire. An adult, ten-month-old, four and fifteen-year olds were all injured."
30/06/2021,Delaware,1,3,4,"A group of people were fired upon, leaving one killed and three injured."
30/06/2021,Texas,3,1,4,Two adults and a six-year-old were killed and a ten-year-old injured in an evening shooting.
28/06/2021,New York,1,3,4,"A man opened fire into a crowded Walmart parking lot, killing one and injuring three."
27/06/2021,Illinois,1,3,4,A man was killed and three others wounded at a night club in the early morning.
27/06/2021,Illinois,1,10,11,A woman died and ten others were injured after three shooters approached them from an alley and opened fire in Marquette Park.
27/06/2021,Illinois,1,5,6,Five adults and a teenager were wounded in a drive-by shooting while standing outside in South Shore. A woman died later at the hospital
27/06/2021,Tennessee,3,1,4,A tenant with a mental disorder killed three and wounded a neighbor in his boarding house.
27/06/2021,North Carolina,0,4,4,"After an argument escalated at a pool party hosted at an apartment complex, four people were wounded."
26/06/2021,Texas,1,3,4,A man was killed and three wounded at a pay-per-view event at a nightclub after a fight broke out.
26/06/2021,Illinois,1,3,4,A man was killed and three others wounded after an argument escalated in the morning in West Rogers Park.
26/06/2021,Alabama,1,3,4,An argument escalated at a funeral service after an outside group refused to turn down music in their car. A man was killed and three others injured.
25/06/2021,Ohio,0,4,4,Two children and two adults were shot in an SUV.
25/06/2021,Illinois,0,4,4,"Shortly before midnight, two men and two women were injured in a drive-by shooting in Park Manor, in which the shooter drove a moped."
25/06/2021,New York,0,5,5,Five people were shot in an early morning drive-by at a graduation party in the Bronx.
24/06/2021,Florida,1,4,5,"Two shooters opened fire at a local American Legion Post, which was hosting a teen party. All five injured were teenagers."
23/06/2021,New York,0,4,4,"Two adults and two children were wounded at the local JFK Park, after a man opened fire."
23/06/2021,Illinois,0,4,4,Four people were shot while standing outside when two shooters opened fire in South Austin.
23/06/2021,Alabama,2,2,4,Two men were found dead and two more injured by responding police officers.
23/06/2021,Illinois,0,4,4,Four motorcycle club members were wounded in Englewood.
21/06/2021,"Washington, D.C.",0,4,4,Minnesota Vikings defensive tackle Jaylen Twyman was shot along with three others while visiting his aunt.
21/06/2021,Missouri,3,4,7,Three people were killed and four injured in a shooting outside a convenience store.
20/06/2021,Virginia,1,3,4,A man was killed and three wounded while leaving Shockoe Bottom after someone opened fire on a group of people.
20/06/2021,Ohio,1,3,4,A woman was killed and three others injured shortly after midnight.
20/06/2021,Colorado,1,4,5,A man was killed and four others wounded during an early morning Juneteenth celebration at a local strip mall.
20/06/2021,Florida,1,10,11,A woman was killed and ten others injured at an annual community Fathers Day celebration. The shooter was shortly arrested.
20/06/2021,California,3,5,8,"Celebrators of a Marimba; a Guatemalan music and dance party, were shot by multiple shooters who fled in vehicles"
20/06/2021,Texas,0,8,8,"Eight people were wounded in a shootout between two groups after an argument escalated. Each group had rented a party space, and two of the injured were children."
20/06/2021,Indiana,1,4,5,A man was killed and four others were wounded in an early morning shooting at a local brewing companies parking lot.
20/06/2021,New Jersey,1,3,4,One man was killed and three others injured while standing on a porch after a bicyclist opened fire.
19/06/2021,California,1,6,7,A man was killed and five others injured at Lake Merritt near the city's Juneteenth celebration.
19/06/2021,Alaska,1,4,5,Four people wounded and one killed in a shooting.
19/06/2021,Louisiana,2,4,6,Two people were killed and four injured in a parking lot after an argument escalated between unknown people and partygoers leaving a concert.
19/06/2021,New Jersey,0,4,4,Responding officers found two wounded men in an early morning shooting. Shortly after two more were identified at a local hospital.
18/06/2021,Minnesota,0,5,5,Shortly before midnight five people were wounded in Dinkytown.
17/06/2021,North Carolina,2,2,4,A shooting killed two and wounded another two.
17/06/2021,Virginia,0,4,4,Four men were wounded in a shooting.
17/06/2021,New Jersey,0,4,4,Four people were wounded in a shooting.
17/06/2021,Arizona,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash."
16/06/2021,Maryland,1,5,6,"Six people were shot, one fatally, in West Baltimore."
15/06/2021,Illinois,0,5,5,Five people were wounded at West Garfield Park.
15/06/2021,Illinois,5,3,8,Four women were killed and three others injured after gunfire erupted in a South Side residence. Another woman died in a hospital.
15/06/2021,Alabama,2,2,4,A shooting at a Mueller Water Products factory killed two and injured two others.
14/06/2021,Florida,1,3,4,A drive-by shooting on Interstate 95 killed one and injured three.
14/06/2021,Michigan,2,2,4,Two people were killed and two others injured at a city park.
13/06/2021,Ohio,1,5,6,An altercation resulted in a shooting that killed one and injured five others at a racetrack.
13/06/2021,Kentucky,1,3,4,One man was killed and three other people were injured after a shooting in a Newburg neighborhood.
12/06/2021,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.
12/06/2021,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.
12/06/2021,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.
12/06/2021,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another."
11/06/2021,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl."
11/06/2021,North Carolina,1,3,4,A shooting left one man dead and four others injured.
11/06/2021,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.
11/06/2021,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.
10/06/2021,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy."
10/06/2021,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.
08/06/2021,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.
08/06/2021,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.
08/06/2021,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar."
07/06/2021,Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.
07/06/2021,Florida,3,3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival."
06/06/2021,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.
06/06/2021,Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four."
06/06/2021,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.
06/06/2021,Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.
06/06/2021,California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.
06/06/2021,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.
06/06/2021,Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight."
05/06/2021,Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.
05/06/2021,Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.
04/06/2021,Michigan,1,3,4,One person was killed and three injured.
02/06/2021,Delaware,1,3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day."
02/06/2021,Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.
02/06/2021,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.
02/06/2021,Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.
31/05/2021,Missouri,0,4,4,Four men were wounded in a drive-by shooting.
31/05/2021,Ohio,1,4,5,"One person was killed and four others, including two teenagers, were injured in a shooting during a block party."
31/05/2021,New York,0,5,5,Five people were shot in the Bushwick area of Brooklyn.
30/05/2021,Illinois,0,4,4,Four teens injured in drive-by.
30/05/2021,Alabama,1,4,5,One person was killed and four others were injured at a residence.
30/05/2021,Florida,3,20,23,"2021 Hialeah shooting: Three shooters stepped out of a white SUV, using assault rifles and handguns, and opened fire on a billiards club. Some of the gunmen are still at large."
29/05/2021,Texas,2,2,4,"Two people were killed and two others injured in a drive-by shooting, after leaving a memorial service at a North Side bar."
28/05/2021,Missouri,1,3,4,A man was killed and three other people injured shortly before midnight outside a club.
28/05/2021,Florida,1,6,7,"Shortly before midnight, police responded to a ShotSpotter alert in Wynwood where they found one person killed and six injured."
27/05/2021,North Carolina,0,5,5,A drive-by shooting left five people injured.
26/05/2021,California,10,0,10,"2021 San Jose shooting: An employee opened fire at a Santa Clara Valley Transportation Authority (VTA) control center in San Jose, California, killing nine others before committing suicide."
26/05/2021,Illinois,0,4,4,Three teenagers and an adult were wounded in an apartment in the Englewood neighborhood on the South Side. One of the teenagers was pronounced dead before being resuscitated by doctors.
24/05/2021,Michigan,2,2,4,Two people were killed and two others were injured in a shooting while playing basketball.
24/05/2021,Ohio,4,0,4,At least four people were killed at an apartment complex.
24/05/2021,New York,0,4,4,Four people were wounded at a basketball court near a local marina when someone opened fire.
23/05/2021,Illinois,0,4,4,Four men were wounded outside a home in East Garfield Park after a man opened fire in the afternoon.
23/05/2021,New Jersey,0,5,5,A shooting at large gathering left five people injured.
23/05/2021,Virginia,0,4,4,Four people were wounded in an overnight shooting.
23/05/2021,Ohio,3,8,11,Three people were killed and eight injured at a local bar in the early morning.
23/05/2021,Illinois,0,4,4,An overnight shooting at a private party left four people injured.
22/05/2021,Texas,0,4,4,Four people were injured after a shooting at a sports complex.
22/05/2021,Ohio,1,5,6,A 16-year-old was killed and at least five other teenagers were wounded in a shooting at Bicentennial Park.
22/05/2021,Minnesota,2,8,10,"The incident happened in the early morning near a downtown nightclub, after two men opened fire on each other during an argument."
22/05/2021,Indiana,1,4,5,A woman was killed and four others wounded shortly after midnight. An argument had escalated in the parking lot and gunfire struck people inside their apartments.
22/05/2021,South Carolina,1,14,15,A teenager was killed and fourteen injured after a shooting at an unauthorized concert.
22/05/2021,New Jersey,2,12,14,Two people were killed and twelve others injured at a large house party in a targeted attack.
21/05/2021,New York,1,5,6,One person was killed and five others were injured. The injured walked themselves to the hospital.
21/05/2021,New Jersey,2,4,6,Two people were killed and four injured in a late night shooting.
20/05/2021,Indiana,0,4,4,Four people were wounded after a fight escalated into a shooting.
18/05/2021,California,2,5,7,"Seven people were shot on a party bus celebrating a birthday, two fatally. Police have offered a $40,000 reward for information about the suspect(s)."
18/05/2021,California,1,4,5,A pregnant bystander was shot and killed when a fight led to gunfire on a public street and four others were wounded.
17/05/2021,Oregon,0,4,4,Four people were shot on Swan Island in an incident that is described by law enforcement as gang-related.
16/05/2021,Ohio,1,3,4,Responding officers to a fight and shooting call found a man dead and three others wounded at a nightclub.
16/05/2021,Georgia,0,4,4,Four people were wounded leaving the Trap Music Museum in an early morning drive-by shooting.
16/05/2021,Michigan,0,5,5,Five people were shot at a party at an apartment complex.
16/05/2021,Georgia,0,4,4,Four people were wounded in an early morning shooting at a Waffle House.
16/05/2021,Alabama,1,4,5,A suspect in a double homicide opened fire on a SWAT team attempting to carry out a search warrant. The suspect was killed and four officers wounded.
16/05/2021,Georgia,1,5,6,A man was killed and five injured in a drive-by shooting while standing outside a gas station.
15/05/2021,New York,1,4,5,One person was killed and four other were injured in shooting in The South Bronx.
15/05/2021,"Washington, D.C.",1,3,4,A man died and two women and another man were wounded in an afternoon shooting.
15/05/2021,Illinois,2,3,5,Two people were killed and three wounded at an early morning gathering in the Auburn Gresham neighborhood.
14/05/2021,Pennsylvania,0,4,4,Three men and a woman were wounded in an evening shooting in West Philadelphia.
13/05/2021,"Washington, D.C.",0,4,4,"Four men found in two separate locations were wounded after a man left a vehicle and opened fire in Southeast Washington, DC."
13/05/2021,Georgia,2,2,4,Two women died and two others were injured in an apartment shooting.
13/05/2021,Rhode Island,0,9,9,"Nine people were shot in Washington Park. According to police, the shooting is the largest in terms of injured in Providence's history."
12/05/2021,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.
11/05/2021,Maryland,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.
10/05/2021,Alabama,0,7,7,Seven people were injured in a shooting at a package store.
09/05/2021,Colorado,7,0,7,2021 Colorado Springs shooting: Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter (Teodoro Macias) took his own life shortly afterwards.
09/05/2021,Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.
08/05/2021,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.
08/05/2021,California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.
08/05/2021,Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.
08/05/2021,Maryland,4,1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him. The man was reportedly being watched by the FBI before the incident.
07/05/2021,Missouri,2,3,5,A fight broke out at a large outdoor party resulting in two men being killed and three others wounded.
06/05/2021,New Jersey,0,5,5,Five people were wounded in a drive-by shooting during the evening. Thirty minutes prior another two had been injured in a separate drive-by shooting.
05/05/2021,Illinois,0,4,4,Four people were shot while sitting on a porch in the South Shore neighborhood.
03/05/2021,Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.
02/05/2021,Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.
02/05/2021,Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.
02/05/2021,Maryland,1,3,4,"One person was killed, and three others injured at Carroll Park."
02/05/2021,Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.
02/05/2021,Minnesota,0,4,4,A shooting at a house party left four people injured.
01/05/2021,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.
01/05/2021,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.
01/05/2021,Wisconsin,3,1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers."
01/05/2021,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.
01/05/2021,Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.
01/05/2021,Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.
01/05/2021,Delaware,0,4,4,Two men and two women were shot and injured.
29/04/2021,Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.
28/04/2021,Florida,0,5,5,Five people were injured during a shooting at a Miami home.
28/04/2021,North Carolina,5,0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.
27/04/2021,Alabama,1,4,5,A shooting left at least one person dead and four more injured.
27/04/2021,Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.
26/04/2021,Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.
25/04/2021,Louisiana,0,5,5,A shooting at a Houma nightclub left five people injured.
25/04/2021,Alabama,0,4,4,An overnight shooting left four people injured at an outdoor party.
25/04/2021,Arkansas,1,3,4,A drive-by shooting left one person dead and three others injured at Cheatham Park.
25/04/2021,Missouri,1,3,4,A man is dead and three more are injured after a quadruple shooting in the city's historic jazz district.
25/04/2021,Texas,0,4,4,A shooting that occurred at a local night club left four people injured.
24/04/2021,Louisiana,0,5,5,Five people were wounded in a shooting on Bourbon Street.
22/04/2021,California,1,4,5,A man was arrested after two overnight shootings in downtown San Diego left one person dead and four others injured.
19/04/2021,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a housing complex."
19/04/2021,Texas,2,3,5,"Five people were shot, two fatally, in Independence Heights."
19/04/2021,Georgia,0,5,5,"Five people were wounded, one critically, at an apartment complex in southwest Atlanta."
18/04/2021,Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead."
18/04/2021,Louisiana,0,5,5,Five victims have shown up at a Shreveport hospital in connection with a shooting on Hearne Avenue.
18/04/2021,Michigan,1,5,6,"Police were investigating a shooting that wounded five, as well as a fatal car crash nearby, when a man drove through the crime scene and later fired at officers. Officers then fired back, killing the man. It is not known if this man was connected to the earlier shooting."
18/04/2021,Wisconsin,3,2,5,Three people were killed and two injured after a shooting at a tavern.
17/04/2021,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.
17/04/2021,Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.
16/04/2021,Michigan,0,4,4,Four people were shot at a vigil on the East Side.
15/04/2021,Indiana,9,7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility."
15/04/2021,"Washington, D.C.",0,4,4,Three men and a teenage girl were wounded in Northeast DC.
15/04/2021,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.
15/04/2021,Illinois,0,4,4,Four people were wounded in Humboldt Park.
13/04/2021,Maryland,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.
12/04/2021,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car."
12/04/2021,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.
12/04/2021,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police."
11/04/2021,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.
11/04/2021,Washington,0,5,5,Five people were shot in a parking lot.
10/04/2021,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear."
10/04/2021,Tennessee,1,4,5,Five people were shot at an auto repair shop.
10/04/2021,Connecticut,0,4,4,Four people were wounded in a shooting.
10/04/2021,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured."
